title|word
YLG มองทองคำเดือนก.ย. ปรับฐาน จับจังหวะเข้าซื้อ|ก.ย.ทองคำ/sp/มีโอกาสฐานเทรนด์/sp/แนะราคา/sp/แนวบาท/sp/เทรนด์ระยะยาวขา/sp/เทรนด์ระยะยาว/sp/เดือนก.ย.ทองคำ/sp/เดือนก.ย./sp/ราคาจังหวะซื้อ/sp/ราคาจังหวะ
วีซ่าเปิด 5 บริการการเงินดิจิทัล สุดฮิตของคนไทย|การเงินรูปแบบ/sp/รูปแบบดิจิตอล/sp/ไทยสนใจ/sp/โพลล์เผยคนไทย/sp/โพลล์เผย/sp/เผยบริการยอดฮิต/sp/เผยบริการ/sp/เผยคนไทยไทย/sp/เผยคนไทย/sp/สนใจทำธุรกรรม
หุ้นไทย ภาคเช้า ปิดที่ 1,310.22 จุด บวก 4.65 จุด หรือ 0.36%|ก.ย.เวลา/sp/น.ดัชนีจุด/sp/เวลาน./sp/เพิ่มขึ้นจุดมูลค่า/sp/เพิ่มขึ้นจุด/sp/เช้าพุธก.ย./sp/เช้าพุธ/sp/ออนไลน์การซื้อขายหลักทรัพย์/sp/ออนไลน์การซื้อขาย/sp/หลักทรัพย์เช้าพุธ
ซีพีออลล์ ปัดเพิ่มทุน จ่อออกหุ้นกู้ 2.5 หมื่นล้าน|ก.ย.หวัง/sp/หุ้นกู้หมื่น/sp/ยันบริษัทมีแผน/sp/รีไฟแนนซ์/sp/รีไฟแนนซ์หุ้นกู้/sp/ลล์ยัน/sp/ลล์ยันบริษัท/sp/ล้านบาท/sp/ล้านบาทเดือน/sp/หนี้ทุน
รีอินชัวเรอร์ส่อขึ้นเบี้ยโครงการขนาดใหญ่หลังโควิด-19|ตลาดประกัน/sp/ก่อสร้างโครงการ/sp/เบี้ยงาน/sp/รับประกันไทยปกติ/sp/รับผิดผู้บริหาร/sp/รับผิดผู้บริหารฝั่ง/sp/รีชี้/sp/รีชี้ความเสียหาย/sp/ลุ้นต่อสัญญา/sp/ลุ้นต่อสัญญาปลายปี
CK ปิดโครงการซื้อหุ้นคืน ต้นทุนเฉลี่ย 18.7 บาท |คืนเงินลงทุน/sp/สิ้นสุดโครงการซื้อ/sp/โครงการซื้อ/sp/แจ้งสิ้นสุดโครงการ/sp/แจ้งสิ้นสุด/sp/เฉลี่ยบาท/sp/เงินลงทุนล้านบาท/sp/เงินลงทุนล้าน/sp/หุ้นคืนเงินลงทุน/sp/หุ้นคืน
ราคาทองวันนี้ ร่วง 100 บาท|ขายบาท/sp/ขายบาททอง/sp/ทองบาท/sp/ทองบาททองรูปพรรณ/sp/ทองแท่ง/sp/ทองแท่งขาย/sp/ทองรูปพรรณขาย/sp/ทองรูปพรรณขายบาท/sp/บาททอง/sp/บาททองแท่ง
กลยุทธ์เพิ่มมูลค่าหุ้น เอสซีจี รับสิทธิหุ้นลูกเข้าไอพีโอ|ไอพีโอ/sp/กระแสหุ้น/sp/ส.ค.ที่ผ่านมา/sp/พุ่งทยาน/sp/ฟันธงตลาดหุ้น/sp/ฟันธงตลาดหุ้นไอ/sp/ราคาเปิดตัว/sp/ราคาเปิดตัวพุ่ง/sp/ร้อนแรงต้นเดือน/sp/ร้อนแรงต้นเดือนส.ค.
เอเซียพลัสชี้หุ้นไทย เดือนก.ย.ส่อฟื้นตัว|ก.ย.ส่งสัญญาณ/sp/สภาพคล่องในประเทศหนุน/sp/สุดท้ายคาดฟันด์/sp/ส่งสัญญาณฟื้นตัว/sp/ส่งสัญญาณฟื้นตัวหั่น/sp/หั่นกำไร/sp/หั่นกำไรรอบ/sp/หุ้นไทย/sp/หุ้นไทยเดือน/sp/เดือนก.ย.
ลุ้นหุ้นไทยปรับตัวขึ้น1,310-1,315 จุด เหตุปัจจัยต่างประเทศหนุน|การผลิตสหรัฐ/sp/รอบปีคาดหวัง/sp/รอบสหรัฐดัชนี/sp/ส.ค.รอบ/sp/ส.ค.รอบปี/sp/สลับอ่อนตัว/sp/สลับอ่อนตัวฟันด์/sp/สหรัฐดัชนี/sp/สหรัฐดัชนีสลับ/sp/สหรัฐเดือน
 ลุ้น ทองคำ แตะ 3 หมื่นบาท การเมือง เริ่มกดดัน บาทอ่อน|กลับมายืน/sp/บาทบาท/sp/ปัจจัยการเมือง/sp/ปัจจัยการเมืองกูรู/sp/มีโอกาสกลับมา/sp/มีโอกาสกลับมายืน/sp/มีโอกาสขึ้นไป/sp/มีโอกาสขึ้นไปทำ/sp/ยืนเหนือ/sp/ยืนเหนือบาท
เงินบาท เปิดตลาดวันนี้ อ่อนค่า ที่ 31.18บาทต่อดอลลาร์|กระทรวงการคลังลาออก/sp/ค่าจับตาสถานการณ์/sp/ส่งผลเงินบาทอ่อน/sp/ส่งผลเงินบาท/sp/เคลื่อนไหวแดน/sp/สถานการณ์การเมือง/sp/ว่าการกระทรวงการคลังลาออก/sp/ว่าการกระทรวงการคลัง/sp/เงินบาทอ่อนค่า/sp/ลาออกกระทันหัน
เซียนหุ้น โดดเก็บ NOBLE เสี่ยปู่ ควง นเรศ ซื้อบิ๊กล๊อต 232 ล้านบาท ดันหุ้นพุ่ง 8.33%|ชี้ราคา/sp/ราคาหุ้นประเมิน/sp/ราคาเฉลี่ยบาท/sp/ล็อตล้าน/sp/ล็อตล้านบาท/sp/ล้านบาท/sp/ล้านบาทราคา/sp/วีไอ/sp/วีไอซื้อ/sp/สองนักลงทุน
เปิดใจ ปรีดี ดาวฉาย ลาออกเก้าอี้ รมว.คลัง อาการเส้นเลือดสมองตีบกำเริบ|กำเริบปัด/sp/สมองตีบกำเริบ/sp/ย้ำทำงาน/sp/รมช.คลัง/sp/รมช.คลังย้ำ/sp/ลาออกจาก/sp/ลาออกจากปัญหา/sp/สมองตีบ/sp/สุขภาพอาการ/sp/ปัดขัดแย้ง
เปิด 5 ปม ปรีดี ดาวฉาย แตกหัก หุ้น-บาท วูบหวั่นไร้แกนนำคุมเศรษฐกิจ|กระบวนการจัดซื้อ/sp/วงในเผยขัดแย้ง/sp/รมช.คลัง/sp/รมช.คลังปม/sp/รมว.คลัง/sp/รมว.คลังมีผล/sp/รัฐวิสาหกิจหวัง/sp/รัฐวิสาหกิจหวังสร้าง/sp/รื้อกระบวนการ/sp/รื้อกระบวนการจัดซื้อ
Asset Tokenization กับการระดมทุนในอนาคต|ข้อกำหนดรองรับ/sp/ระดมทุนแบบนี้ประเทศ/sp/ไทยข้อกำหนด/sp/ให้ความสนใจส่องข้อดี/sp/ให้ความสนใจส่อง/sp/แบบนี้ประเทศไทย/sp/แบบนี้ประเทศ/sp/หนุนหลังทางเลือกลงทุน/sp/หนุนหลังทางเลือก/sp/ส่องข้อดีท้าทาย
ปรีดี ดาวฉาย กับ 27 วันทำงาน เทียบกับอดีตขุนคลังไทย ใครมีอายุงานสั้นบ้าง?|กระทรวงการคลังเข้ามา/sp/หน้าประวัติศาสตร์ไทย/sp/ลาออกจาก/sp/ลาออกจากตำแหน่ง/sp/ว่าการกระทรวงการคลัง/sp/ว่าการกระทรวงการคลังเข้ามา/sp/ส่องเก้าอี้/sp/ส่องเก้าอี้ขุน/sp/หน้าประวัติศาสตร์/sp/ออกจากตำแหน่ง
อัตราแลกเปลี่ยนเงินตราต่างประเทศ (1 ก.ย.63)|กันยายนเวลา/sp/กันยายนเวลาน./sp/วันที่กันยายน/sp/วันที่กันยายนเวลา/sp/อัตราแลกเปลี่ยนเงินตราต่างประเทศ/sp/อัตราแลกเปลี่ยนเงินตราต่างประเทศวันที่/sp/เงินตราต่างประเทศวันที่/sp/เงินตราต่างประเทศวันที่กันยายน/sp/เวลาน.
หุ้นไทย ภาคบ่าย ปิดตลาด 1,305.57 จุด ลบ -5.09 จุด หรือ -0.39%|ก.ย.เวลา/sp/ล้านบาท/sp/ระดับจุด/sp/ระดับจุดลด/sp/ลงจุดมูลค่า/sp/ลงจุดมูลค่าการซื้อขาย/sp/ลดลงจุด/sp/ลดลงจุดมูลค่า/sp/หลักทรัพย์บ่าย/sp/มูลค่าการซื้อขาย
หวย กับดักความมั่งคั่ง เปิด 2 ทางเลือกเปลี่ยน ค่าหวย เป็น เงินออม|ความมั่งคั่งยั่งยืน/sp/สร้างความมั่งคั่ง/sp/เส้นทางสร้าง/sp/เงินออมเส้นทางสร้าง/sp/เงินออมเส้นทาง/sp/หวยเงินออมเส้นทาง/sp/หวยเงินออม/sp/สร้างความมั่งคั่งยั่งยืน/sp/รอความโชคดี/sp/ความมั่งคั่งยั่งยืนรอ
ก.ล.ต.เซ็นเอ็มโอยูสหราชอาณาจักร ผนึกความร่วมมือด้านบริการทางการเงิน |ก.ล.ต.รัฐบาล/sp/บันทึกความเข้าใจ/sp/ยั่งยืนกิจกรรม/sp/ยั่งยืนกิจกรรมเศรษฐกิจ/sp/รัฐบาลสหราชอาณาจักร/sp/รัฐบาลสหราชอาณาจักรลงนาม/sp/ลงนามบันทึก/sp/ลงนามบันทึกความเข้าใจ/sp/สนับสนุนการฟื้นตัว/sp/สนับสนุนการฟื้นตัวทางเศรษฐกิจ
เงินบาท แข็งค่าสุดในรอบ1เดือน หลุดแนวรับ31.00 บาทต่อดอลลาร์|ความเสี่ยงแพร่ระบาด/sp/ยังมีความเสี่ยงแพร่ระบาด/sp/รอบเดือนระดับบาท/sp/ระดับบาท/sp/ระดับบาทดอลลาร์/sp/อ่อนค่า/sp/อ่อนค่าดอลลาร์/sp/เก็งกำไรค่าเงิน/sp/เก็งกำไรค่าเงินเอเชีย/sp/เงินบาทแข็งค่า
หุ้นไทย ภาคเช้า ปิดที่ 1,311.84 จุด บวก 1.18 จุด หรือ 0.09%|ก.ย.เวลา/sp/น.ดัชนีจุด/sp/เวลาน./sp/เพิ่มขึ้นจุดมูลค่า/sp/เพิ่มขึ้นจุด/sp/เช้าอังคารก.ย./sp/เช้าอังคาร/sp/อังคารก.ย.เวลา/sp/อังคารก.ย./sp/ออนไลน์การซื้อขายหลักทรัพย์
ออมสินขยายพักหนี้ถึงสิ้นปี 63 |ขยายเวลาพัก/sp/มาตรการเลือกแผน/sp/แผนชำระหนี้/sp/แจ้งแอปพลิเคชัน/sp/เลือกแผนชำระหนี้/sp/เลือกแผน/sp/ออมสินขยายเวลาพัก/sp/ออมสินขยายเวลา/sp/ออกจากมาตรการเลือก/sp/ออกจากมาตรการ
NOBLE พุ่ง 7% พบ Big lot ที่ราคาต่ำกว่ากระดาน มูลค่ารวม 232 ล้านบาท|กระดานมูลค่า/sp/ราคากระดานมูลค่า/sp/ไตรมาสรายการ/sp/เฉลี่ยบาทต่ำกว่า/sp/เฉลี่ยบาท/sp/ล้านบาท/sp/รายงานกำไรไตรมาส/sp/รายงานกำไร/sp/รายการราคาเฉลี่ย/sp/รายการราคา
ก.ล.ต. ปรับเกณฑ์แบบแสดงรายการข้อมูลประจำปี หวังลดภาระบจ.|ก.ล.ต.เกณฑ์/sp/ภาระบริษัทจดทะเบียน/sp/เสนอขายหลักทรัพย์/sp/เกณฑ์รายการข้อมูล/sp/เกณฑ์รายการ/sp/หลักทรัพย์ประชาชนสอดคล้อง/sp/หลักทรัพย์ประชาชน/sp/สำหรับบริษัทเสนอขาย/sp/สำหรับบริษัท/sp/ลดภาระบริษัท
คมนาคมยื่นคลังสอบทุจริตการบินไทย|ล้านปี/sp/กระทรวงการคลังสานต่อ/sp/สานต่อสอบตรวจ/sp/ปีค่าโอที/sp/พนักงานล้าน/sp/พนักงานล้านปี/sp/ล้านปีค่า/sp/สอบตรวจ/sp/สอบตรวจเผย/sp/สอบทุจริต
ธปท.อัตราแลกเปลี่ยนกลาง 31.078 บาท/ดอลลาร์ (แข็งค่า 0.148 บาท/ดอลลาร์)|กรุงเทพธุรกิจ/sp/ระดับบาทดอลลาร์/sp/อ้างอิงค่าเงินบาท/sp/อัตราอ้างอิงค่าเงินบาท/sp/อัตราอ้างอิง/sp/ออนไลน์อัตราอ้างอิง/sp/ออนไลน์อัตรา/sp/ส.ค.ระดับบาท/sp/ส.ค.ระดับ/sp/วันทำการจันทร์ส.ค.
ธปท.อัตราแลกเปลี่ยนกลาง 37.3762 บาท/ยูโร (อ่อนค่า 0.0041 บาท/ยูโร)|กรุงเทพธุรกิจ/sp/ยูโรบาท/sp/อัตราถัวเฉลี่ย/sp/ออนไลน์อัตราถัวเฉลี่ย/sp/ออนไลน์อัตรา/sp/ส.ค.ระดับบาท/sp/ส.ค.ระดับ/sp/วันทำการจันทร์ส.ค./sp/วันทำการจันทร์/sp/ระดับบาทยูโร
NOK แจ้งงบ Q2/63 ขาดทุน 787 ลบ. พร้อมถูกแขวน `SP`|ล้านบาท/sp/ขาดทุนพัน/sp/ขาดทุนพันล้าน/sp/รายได้วูบจำนวน/sp/ลดลงส่งผล/sp/ลดลงส่งผลงวด/sp/ล้านบาทตลท./sp/ล้านบาทรายได้/sp/วูบจำนวน/sp/วูบจำนวนผู้โดยสาร
หุ้นไทย เวลา 10.04น. ดัชนีอยู่ที่ 1,312.02 จุด บวก 1.36 จุด หรือ 0.10%|ก.ย.ดัชนี/sp/น.การซื้อขายหลักทรัพย์/sp/เวลาน./sp/เพิ่มขึ้นจุดมูลค่า/sp/เพิ่มขึ้นจุด/sp/เช้าอังคารก.ย./sp/เช้าอังคาร/sp/อังคารก.ย.ดัชนี/sp/อังคารก.ย./sp/ออนไลน์เวลาน.
ธปท.ชี้ 2แบงก์ ใช้ดอกเบี้ยอ้างอิง THOR ธุรกรรมแรก ในตลาดการเงินไทย |กสิกรไทย/sp/ทำสัญญาอนุพันธ์แลกเปลี่ยน/sp/อัตราดอกเบี้ยลอยตัวอ้างอิง/sp/อัตราดอกเบี้ยลอยตัว/sp/อ้างอิงโปร่ง/sp/ส.ค.ซี/sp/วันที่ส.ค.ซี/sp/วันที่ส.ค./sp/เอ็มบีไทย/sp/ลอยตัวอ้างอิง
ทีคิวเอ็ม จ่อปิดดีล ซื้อ บริษัทโบรกเกอร์ประกันภัย|ขายประกัน/sp/ตู้บุญเติม/sp/ร์ทสมาร์ท/sp/รุกขายประกัน/sp/ล้านปีเล็ง/sp/ฟอร์ทสมาร์ท/sp/ฟอร์ท/sp/ปีเล็งดีล/sp/หมื่นล้าน/sp/ปลายปีเล็งจับมือ
ปลดล็อก ซีพีออลล์ มุ่งตลาดอาเซียนเต็มตัว|ข่าวใหญ่สำหรับ/sp/ลาววันที่ส.ค./sp/วันที่ส.ค.ที่ผ่านมา/sp/ส.ค.ที่ผ่านมา/sp/สำหรับบริษัท/sp/สำหรับบริษัทซี/sp/หลักบริษัท/sp/หลักบริษัทอม/sp/อมเริกา/sp/อมเริกาเซเว่นอีเลฟเว่น
ก.ล.ต.ผนึกพันธมิตร นำร่องโครงการ คุณดูแลป่า เราดูแลคุณ|ก.ล.ต.ร่วมกับ/sp/องค์การมหาชนพื้นที่ป่าชุมชน/sp/พื้นที่ป่าชุมชนนำร่อง/sp/มูลนิธิแม่ฟ้าหลวง/sp/มูลนิธิแม่ฟ้าหลวงพระบรมราชูปถัมภ์/sp/ร่วมกับมูลนิธิ/sp/ร่วมกับมูลนิธิแม่ฟ้าหลวง/sp/องค์การบริหาร/sp/องค์การบริหารก๊าซ/sp/องค์การมหาชนพื้นที่
หุ้นไทยวันนี้ส่อแววอ่อนตัว ตามทิศทางตลาดหุ้นสหรัฐดิ่ง-แรงขายต่างชาติ|กดดันทิศทาง/sp/สหรัฐแรงขาย/sp/ประเมินตลาดหุ้น/sp/ประเมินตลาดหุ้นไทย/sp/ปัจจัยกระตุ้น/sp/ปัจจัยกระตุ้นการลงทุน/sp/ปัจจัยเชิงลบ/sp/ปัจจัยเชิงลบกรณี/sp/ฟันด์โฟลว์/sp/ฟันด์โฟลว์ต่างชาติ
อีพีเพิ่มทุนเสริมแกร่ง สร้างโรงไฟฟ้าเวียดนาม|ขยายธุรกิจ/sp/อนุมัติลงทุน/sp/เงินเงินทุน/sp/อีสเทอร/sp/อีสเท/sp/อร์นพาวเวอร์/sp/อร์น/sp/อนุมัติลงทุนโรงไฟฟ้า/sp/อนุมัติทุนมอบอำนาจ/sp/เงินทุนขยาย
SCCขายพ่วง|การแย่งชิงหุ้น/sp/ล่ะจ็อบขาย/sp/ล้นล่ะจ็อบ/sp/สู้ภาวะเศรษฐกิจ/sp/สู้ภาวะเศรษฐกิจข่าว/sp/หุ้นจอง/sp/หุ้นยอดขาย/sp/หุ้นยอดขายล้น/sp/หุ้นไอ/sp/หุ้นไอพีโอ
กูรูลั่นกำไร แบม พ้นต่ำสุด จับตา กองทุน เก็บหุ้นเพิ่ม|กรมบังคับคดีกลับมา/sp/ยอดขายสินทรัพย์/sp/รอบเดือนหุ้น/sp/รอบเดือนหุ้นเป้าหมาย/sp/ราคาร่วง/sp/ราคาร่วงแรง/sp/ร่วงแรง/sp/ร่วงแรงต่ำสุด/sp/สินทรัพย์มีแนวโน้ม/sp/สินทรัพย์มีแนวโน้มฟื้นตัว
เงินบาท เปิดตลาดวันนี้ แข็งค่า ที่ 31.04 บาทต่อดอลลาร์|ตลาดหุ้นเอเชีย/sp/ขายทำกำไร/sp/สัปดาห์เงินบาทระยะสั้น/sp/อย่างไรก็ตามเงินบาทมีโอกาส/sp/อย่างไรก็ตามเงินบาท/sp/หุ้นมั่นใจในอนาคต/sp/หุ้นมั่นใจ/sp/สิ้นเดือนแรงซื้อ/sp/สิ้นเดือนแรง/sp/สัปดาห์เงินบาท
หุ้นโรงพยาบาลก็ติดโควิด-19 |ชัดเจนธุรกิจ/sp/สะท้อนผลกระทบโควิด/sp/ไตรมาสออกมา/sp/โควิดชัดเจนธุรกิจ/sp/โควิดชัดเจน/sp/อุตสาหกรรมผลกระทบแรง/sp/อุตสาหกรรมผลกระทบ/sp/ออกมาสะท้อนผลกระทบ/sp/ออกมาสะท้อน/sp/สะท้อนผลกระทบ
ต่างชาติถล่มขาย หุ้นไทย เผย 3 วันเท 1.3 หมื่นล้าน |กังวลเศรษฐกิจ/sp/ลดน้ำหนักบล./sp/ล้านบาท/sp/ล้านบาททิ้ง/sp/ล้านโบรก/sp/ล้านโบรกชี้/sp/สุทธิหุ้น/sp/สุทธิหุ้นไทย/sp/หมื่นล้าน/sp/หมื่นล้านโบรก
กรมสรรพากร แนะเสีย ภาษี ไม่ทัน ยื่นภาษีย้อนหลัง ทำอย่างไร|กรมสรรพากรวิธี/sp/วิธียื่นภาษี/sp/เอกสารเตรียม/sp/เสียภาษีเวลาส.ค./sp/เสียภาษีเวลา/sp/เวลาส.ค./sp/เตรียมสำหรับมีเงิน/sp/เตรียมสำหรับ/sp/สำหรับมีเงินเสียภาษี/sp/สำหรับมีเงิน
อัตราแลกเปลี่ยนเงินตราต่างประเทศ (31 ส.ค.63)|วันที่สิงหาคม/sp/วันที่สิงหาคมเวลา/sp/สิงหาคมเวลา/sp/สิงหาคมเวลาน./sp/อัตราแลกเปลี่ยนเงินตราต่างประเทศ/sp/อัตราแลกเปลี่ยนเงินตราต่างประเทศวันที่/sp/เงินตราต่างประเทศวันที่/sp/เงินตราต่างประเทศวันที่สิงหาคม/sp/เวลาน.
หุ้นไทย ภาคบ่าย ปิดตลาด 1,310.66 จุด ลบ -12.65 จุด หรือ -0.96%|กรุงเทพธุรกิจ/sp/ล้านบาท/sp/ระดับจุด/sp/ระดับจุดลด/sp/ลงจุดมูลค่า/sp/ลงจุดมูลค่าการซื้อขาย/sp/ลดลงจุด/sp/ลดลงจุดมูลค่า/sp/ส.ค.เวลา/sp/มูลค่าการซื้อขาย
ไม่ต้องไปถึง กรมสรรพากร เพราะ ยื่นภาษี ออนไลน์ ง่ายกว่า |...ยื่น/sp/วันสุดท้ายส.ค./sp/ไม่ต้องสรรพากรยื่น/sp/ไม่ต้องสรรพากร/sp/เว็บไซต์...ยื่น/sp/เว็บไซต์.../sp/สรรพากรยื่นรายการ/sp/สรรพากรยื่น/sp/ส.ค.ไม่ต้องสรรพากร/sp/ส.ค.ไม่ต้อง
หุ้นไทย ภาคเช้า ปิดที่ 1,326.88 จุด บวก 3.57 จุด หรือ 0.27%|กรุงเทพธุรกิจ/sp/น.ดัชนีจุด/sp/เวลาน./sp/เพิ่มขึ้นจุดมูลค่า/sp/เพิ่มขึ้นจุด/sp/เช้าจันทร์ส.ค./sp/เช้าจันทร์/sp/ออนไลน์การซื้อขายหลักทรัพย์/sp/ออนไลน์การซื้อขาย/sp/หลักทรัพย์เช้าจันทร์
ณญาณี เผือกขำ นั่งซีอีโอ กรุงศรีคอนซูมเมอร์ คนใหม่|กรุงศรีกรุ๊ป/sp/เจ้าหน้าที่กรุงศรีคอน/sp/มีผลวันที่/sp/มีผลวันที่ก.ย./sp/วันที่ก.ย./sp/อร์/sp/อร์มีผล/sp/เจ้าหน้าที่กรุงศรี/sp/เผือกขำ/sp/ประธานคณะ
ธปท.อัตราแลกเปลี่ยนกลาง 31.226 บาท/ดอลลาร์ (แข็งค่า 0.033 บาท/ดอลลาร์)|กรุงเทพธุรกิจ/sp/วันทำการศุกร์ส.ค./sp/อ้างอิงค่าเงินบาท/sp/อัตราอ้างอิงค่าเงินบาท/sp/อัตราอ้างอิง/sp/ออนไลน์อัตราอ้างอิง/sp/ออนไลน์อัตรา/sp/ส.ค.ระดับบาท/sp/ส.ค.ระดับ/sp/ศุกร์ส.ค.ระดับ
ธปท.อัตราแลกเปลี่ยนกลาง 37.3721 บาท/ยูโร (อ่อนค่า 0.0042 บาท/ยูโร)|กรุงเทพธุรกิจ/sp/ระดับบาท/sp/อัตราถัวเฉลี่ย/sp/ออนไลน์อัตราถัวเฉลี่ย/sp/ออนไลน์อัตรา/sp/ส.ค.ระดับบาท/sp/ส.ค.ระดับ/sp/ศุกร์ส.ค.ระดับ/sp/ศุกร์ส.ค./sp/วันทำการศุกร์ส.ค.
บอร์ด EP เล็งชงผถห.อนุมัติลงทุนโรงไฟฟ้าพลังงานลม-เพิ่มทุนของบริษัท|กรุ๊ปรายงาน/sp/พาวเวอร์กรุ๊ปรายงาน/sp/พิจารณาทุนจดทะเบียนบริษัทฯ/sp/พิจารณาอนุมัติ/sp/พิจารณาอนุมัติการลงทุน/sp/มอบอำนาจทั่วไป/sp/รายงานที่ประชุม/sp/รายงานที่ประชุมคณะกรรมการ/sp/ลมประเทศ/sp/ลมประเทศเวียดนาม
BAM ดิ่ง 6% หลังกำไรไตรมาส 2 วูบ 82% |กระแสเงินสด/sp/ราคาหุ้น/sp/รายได้ขาย/sp/รายได้ขายสินทรัพย์/sp/ร่วงนักวิเคราะห์/sp/ร่วงนักวิเคราะห์ชี้/sp/ลดลงล็อก/sp/ลดลงล็อกดาวน์/sp/ล็อกดาวน์/sp/ล็อกดาวน์โควิด
เศรษฐพุฒิยื่น ลาออก ประธานบอร์ดบริหารความเสี่ยง PTTEP|ผู้ว่าแบงก์ชาติ/sp/แบงก์ชาติ/sp/ผู้ว่าแบงก์/sp/แบงก์ชาติคน/sp/เศรษฐพุฒิว่าที่/sp/เศรษฐพุฒิ/sp/ส.ค.ตำแหน่งผู้ว่า/sp/ส.ค.ตำแหน่ง/sp/ว่าที่ผู้ว่าแบงก์/sp/พุฒิว่าที่
บิ๊ก ซีพีเอฟ คว้ารางวัล สุดยอด ซีเอฟโอ ปี 63|การเงินชั้นนำ/sp/หนุนธุรกิจเติบโต/sp/ภูมิภาคเอเชียตะวันออกเฉียงใต้/sp/ภูมิภาคเอเชียตะวันออกเฉียงใต้ย้ำ/sp/ยอดเยี่ยมนิตยสาร/sp/ยอดเยี่ยมนิตยสารการเงิน/sp/ย้ำความสำเร็จ/sp/ย้ำความสำเร็จเตรียม/sp/หนุนธุรกิจ/sp/เงินทุนหนุน
ลุ้นหุ้นไทยปรับขึ้นทดสอบ1,330-1,335 จุด |การเยียวยาโควิด/sp/ล้านดอลลาร์/sp/ล้านล้าน/sp/ล้านล้านดอลลาร์/sp/วงเงินล้าน/sp/วงเงินล้านล้าน/sp/หนุนทิศทาง/sp/หนุนทิศทางตลาด/sp/หุ้นไทย/sp/หุ้นไทยปรับตัว
หุ้นการบิน ยังโคม่า เมิน ซอฟท์โลน ปัจจัยเสี่ยงเพียบ|ดาวน์ประเทศ/sp/แทบหยุดชะงักประเทศ/sp/หยุดชะงักประเทศไทย/sp/เข้มล็อก/sp/เข้มล็อกดาวน์/sp/เดินทางทั่วโลก/sp/เดินทางทั่วโลกแทบ/sp/แทบหยุดชะงัก/sp/โควิดส่งผล/sp/ส่งผลให้การเดินทาง
สบน.ตั้งงบคืนหนี้ 3% ปี 64 เสริมแกร่งฐานะการคลัง|การคลังรัฐบาล/sp/รักษาแข็งแกร่ง/sp/แข็งแกร่งฐานะ/sp/เผยปีงบประมาณรัฐบาล/sp/เผยปีงบประมาณ/sp/เฉลี่ยรักษาแข็งแกร่ง/sp/เฉลี่ยรักษา/sp/เงินต้นที่ผ่านมาระดับ/sp/เงินต้นที่ผ่านมา/sp/สบน.เผย
สมใจ CPALL |ป.ลาว/sp/สปป./sp/สปป.ลาว/sp/กัมพูชาสป/sp/สำหรับประกาศ/sp/สำหรับประกาศทำสัญญา/sp/เข้าไปเจรจา/sp/เข้าไปเจรจากัมพูชา/sp/เจรจากัมพูชา/sp/ลาวเข้าไป
เงินบาท เปิดตลาดวันนี้ แข็งค่าสุดในรอบ2สัปดาห์|กลับมาแข็งค่า/sp/ธนาคารกลางสหรัฐ/sp/นโยบายการเงิน/sp/นโยบายการเงินการฟื้นตัว/sp/บาทดอลลาร์/sp/บาทดอลลาร์อ่อน/sp/รอบสัปดาห์/sp/รอบสัปดาห์บาท/sp/สหรัฐนโยบาย/sp/สหรัฐนโยบายการเงิน
Have Fund: เอเชียเหนืออีกทางเลือกลงทุน|กิจจะเติบโต/sp/ส่งผลให้ราคา/sp/ส่วนสำคัญขับเคลื่อน/sp/ส่วนสำคัญขับเคลื่อนธุร/sp/หุ้นบริษัท/sp/หุ้นบริษัทเติบโต/sp/หุ้นเทคโนโลยี/sp/หุ้นเทคโนโลยีสหรัฐ/sp/เติบโตสวนทาง/sp/เติบโตสวนทางบริษัท
จับตาการเมืองถ่วงหุ้นไทย หวั่น รุนแรง ทุบดัชนีดิ่งหลุด 1,300 จุด|กดดันหุ้น/sp/สถานการณ์ย้ำรุนแรง/sp/หุ้นไทยฟันธง/sp/หุ้นไทย/sp/หุ้นอานิสงส์วัคซีน/sp/หุ้นอานิสงส์/sp/หุ้นปลอดภัยหุ้น/sp/หุ้นปลอดภัย/sp/หันลุยหุ้น/sp/หันลุย
รวม สินเชื่อ ฉุกเฉิน สำหรับผู้ประสบภัย น้ำท่วม |ครัวเรือนซ่อมแซม/sp/ผู้ประสบภัยน้ำท่วม/sp/เหตุฉุกเฉินครัวเรือน/sp/เช็คลิสต์สินเชื่อ/sp/เช็คลิสต์/sp/สินเชื่อฉุกเฉินธนาคาร/sp/สินเชื่อฉุกเฉิน/sp/สำหรับช่วยเหลือผู้ประสบภัย/sp/สำหรับช่วยเหลือ/sp/ลิสต์สินเชื่อฉุกเฉิน
ลงทุนใน หุ้นกลางห้อง|กลางห้อง/sp/เสริมสร้างพอร์ต/sp/หุ้นกลาง/sp/หุ้นกลางห้อง/sp/หุ้นประเภท/sp/หุ้นสปอต/sp/หุ้นสปอตไลท์/sp/ห้องหุ้น/sp/ห้องหุ้นสปอต/sp/เจ๊งโอกาส
